city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,engine_cc,mileage_kmpl
bangalore,manual,4,toyota,toyota innova,2012,2.5 vx (diesel) 8 seater bs iv,960000.0,2012,diesel,120000,2494,12.99
bangalore,manual,1,maruti,maruti ritz,2010,vxi,317000.0,2010,petrol,73340,1197,18.5
bangalore,manual,2,hyundai,hyundai grand i10,2017,1.2 kappa asta,574000.0,2018,petrol,44268,1197,18.9
bangalore,manual,1,citroen,citroen c3,2022,puretech 82 feel bsvi,780000.0,2022,petrol,10000,1198,19.3
bangalore,manual,1,honda,honda jazz,2018,1.2 vx i vtec,800000.0,2018,petrol,60000,1199,18.7
bangalore,manual,1,honda,honda city,2020,v mt,925000.0,2020,petrol,30000,1498,18.6
bangalore,manual,1,maruti,maruti ciaz,2017,zxi plus,775000.0,2017,petrol,50000,1373,20.73
bangalore,manual,2,tata,tata nano,2011,lx,70000.0,2011,petrol,80000,624,26.0
bangalore,manual,2,renault,renault duster,2014,110ps diesel rxl,500000.0,2014,diesel,70000,1461,19.01
bangalore,manual,2,maruti,maruti swift dzire,2009,vdi,350000.0,2009,diesel,120000,1248,19.3
bangalore,manual,2,toyota,toyota innova,2012,2.5 gx (diesel) 7 seater bs iv,1125000.0,2012,diesel,120000,2494,12.99
bangalore,automatic,2,honda,honda amaze,2020,vx cvt petrol,830000.0000000001,2020,petrol,20000,1199,18.3
bangalore,automatic,1,kia,kia seltos,2020,htk plus at d,1475000.0,2020,diesel,37354,1493,17.8
bangalore,manual,2,mahindra,mahindra xuv500,2014,w6 2wd,834000.0,2014,diesel,80426,2179,15.1
bangalore,manual,1,maruti,maruti ciaz,2016,zxi,674000.0,2016,petrol,89801,1373,20.73
bangalore,manual,4,opel,opelcorsa,2004,1.4gsi,65000.0,2004,petrol,120000,1389,14.2
bangalore,manual,2,hyundai,hyundai grand i10,2019,1.2 kappa asta,547000.0,2019,petrol,69199,1197,18.9
bangalore,manual,3,maruti,maruti swift,2012,vxi,413000.0,2012,petrol,78249,1197,22.38
bangalore,manual,1,toyota,toyota innova crysta,2018,2.4 vx mt 8s bsiv,2325000.0,2018,diesel,26918,2393,13.68
bangalore,manual,1,maruti,maruti swift,2021,vxi,709000.0,2021,petrol,29905,1197,22.38
bangalore,automatic,2,toyota,toyota innova crysta,2018,2.8 zx at bsiv,2295000.0,2018,diesel,37678,2755,11.36
bangalore,manual,2,honda,honda jazz,2017,1.2 vx i vtec,528000.0,2017,petrol,60442,1199,18.7
